ID lección	Bloque	#	Tipo / Punti	Texto ES	Texto EN	Texto 2 ES	Texto 2 EN	Opción 1 ES	Opción 1 EN	Opción 2 ES	Opción 2 EN	Opción 3 ES	Opción 3 EN	Opción 4 ES	Opción 4 EN	Opción 5 ES	Opción 5 EN	Opción 6 ES	Opción 6 EN	Correcta	Pista ES	Pista EN	Tiempo (s)	Estado	Notas
google-gemini	EJERCICIO	2	verdadero-falso	Antes de llamarse Gemini, la IA de Google se llamaba Bard.	Before it was called Gemini, Google's AI was called Bard.															verdadero	Cambió de nombre en febrero de 2024.	It was renamed in February 2024.		Borrador	
google-gemini	EJERCICIO	3	completar-frase	Gemini puede resumirte un hilo largo de correos sin salir de	Gemini can summarize a long email thread without leaving	.	.	Gmail	Gmail	Netflix	Netflix	la calculadora	the calculator							1	Es el correo de Google.	It's Google's email.		Borrador	
google-gemini	EJERCICIO	4	ordenar-pasos	Ordena cómo pedirle a Gemini un resumen en Gmail:	Put in order how to ask Gemini for a summary in Gmail:			Abres el hilo de correos	Open the email thread	Tocas el botón de Gemini	Tap the Gemini button	Le pides que lo resuma	Ask it to summarize it	Revisas que el resumen sea correcto	Check that the summary is right						Primero el correo, luego Gemini, luego revisar.	First the email, then Gemini, then check.		Borrador	
google-gemini	EJERCICIO	5	escribir-prompt	Escribe un prompt para que Gemini te ayude a responder un correo difícil de forma amable.	Write a prompt asking Gemini to help you answer a difficult email kindly.																Cuéntale de qué trata el correo y qué tono quieres.	Tell it what the email is about and what tone you want.		Borrador	
google-gemini	TAREA			Si usas Gmail o Android, busca dónde aparece Gemini y úsalo una vez para algo real: resumir un correo, buscar una foto o redactar un mensaje.	If you use Gmail or Android, find where Gemini shows up and use it once for something real: summarize an email, find a photo or draft a message.																			Borrador	
anthropic-claude	LECCION			Anthropic y Claude	Anthropic and Claude	El que se enfoca en la seguridad y en escribir bien.	The one focused on safety and good writing.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
anthropic-claude	PLAN			Conocer a Anthropic y para qué suele elegirse Claude.		Quién es Anthropic y su enfoque en la seguridad · Qué hace bien: escribir, leer documentos largos, programar · Plan gratis vs. pago en términos generales · Pantalla viva: modelo actual y novedades																			Quien escribe es Claude (de Anthropic): mismo nivel de crítica que las demás y revisión neutral de Cami.
anthropic-claude	PANTALLA	1	boot	Anthropic es una empresa de Estados Unidos fundada en 2021 por personas que antes trabajaban en OpenAI. Su asistente se llama Claude y su bandera es la seguridad de la IA.	Anthropic is a US company founded in 2021 by people who used to work at OpenAI. Its assistant is called Claude, and its flagship idea is AI safety.																			Borrador	
anthropic-claude	PANTALLA	2	leyendo	Mucha gente elige Claude para escribir, leer documentos largos, analizar archivos y programar. Aviso honesto: esta lección la escribió Claude, así que la revisamos con lupa para que sea justa con todos.	Many people choose Claude for writing, reading long documents, analyzing files and coding. Honest heads-up: this lesson was written by Claude, so we checked it closely to keep it fair to everyone.																			Borrador	
anthropic-claude	PANTALLA	3	info	Dato vivo: a septiembre de 2026, los modelos más recientes de Claude son de la familia 5, como Claude Sonnet 5, lanzado el 30 de junio. Tiene plan gratis y planes de pago (Pro y Max) con más uso.	Live fact: as of September 2026, Claude's newest models belong to the 5 family, like Claude Sonnet 5, released on June 30. It has a free plan and paid plans (Pro and Max) with more usage.																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
anthropic-claude	PANTALLA	4	hype	Como con cualquier IA, lo importante es probarla con tus propias tareas y verificar lo que te dice. ¡Vamos a practicar!	As with any AI, what matters is trying it with your own tasks and checking what it tells you. Let's practice!																			Borrador	
anthropic-claude	EJERCICIO	1	opcion-multiple	¿Cómo se llama el asistente de Anthropic?	What is Anthropic's assistant called?			Grok	Grok	Gemini	Gemini	Claude	Claude	Kimi	Kimi					3	Es un nombre de persona, en francés.	It's a person's name, in French.		Borrador	
anthropic-claude	EJERCICIO	2	verdadero-falso	Anthropic pone la seguridad de la IA como su bandera.	Anthropic makes AI safety its flagship idea.															verdadero	Lo dijimos en la primera pantalla.	We said it on the first screen.		Borrador	
anthropic-claude	EJERCICIO	3	completar-frase	Anthropic fue fundada en 2021 por personas que antes trabajaban en	Anthropic was founded in 2021 by people who used to work at	.	.	OpenAI	OpenAI	un banco	a bank	la NASA	NASA							1	Es la empresa de ChatGPT.	It's the company behind ChatGPT.		Borrador	
anthropic-claude	EJERCICIO	4	ordenar-pasos	Ordena cómo pedirle a Claude que resuma un documento largo:	Put in order how to ask Claude to summarize a long document:			Abres Claude	Open Claude	Adjuntas el documento	Attach the document	Le pides el resumen y para quién es	Ask for the summary and who it's for	Verificas los datos importantes	Check the important facts						Abrir, adjuntar, pedir y verificar.	Open, attach, ask and check.		Borrador	
anthropic-claude	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a Claude que resuma un documento en 5 puntos para alguien que no sabe del tema.	Write a prompt asking Claude to summarize a document in 5 points for someone new to the topic.																Di cuántos puntos quieres y para quién es el resumen.	Say how many points you want and who the summary is for.		Borrador	
anthropic-claude	TAREA			Dale el mismo documento (sin datos privados) a Claude y a otro asistente, y pídele un resumen a cada uno. Anota cuál entendió mejor lo importante.	Give the same document (no private data) to Claude and to another assistant, and ask each for a summary. Note which one caught the important parts better.																			Borrador	
xai-grok	LECCION			xAI y Grok	xAI and Grok	La IA de X (antes Twitter).	The AI from X (formerly Twitter).																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
xai-grok	PLAN			Conocer a xAI y qué distingue a Grok.		Quién es xAI y su relación con la red social X · Qué hace bien: información de lo que pasa en X en tiempo real · Su tono y sus polémicas contadas con neutralidad · Pantalla viva: modelo actual y novedades																			El Especialista confirma datos vigentes antes de escribir.
xai-grok	PANTALLA	1	boot	Grok es la IA de xAI, la empresa que fundó Elon Musk. Su casa es la red social X (antes Twitter), y eso le da un superpoder y también algunas polémicas.	Grok is the AI from xAI, the company founded by Elon Musk. Its home is the social network X (formerly Twitter), which gives it a superpower and also some controversies.																			Borrador	
xai-grok	PANTALLA	2	leyendo	El superpoder: puede leer lo que se está publicando en X en tiempo real, así que es bueno para saber de qué habla la gente ahora mismo. Tiene un tono más relajado que otros asistentes.	The superpower: it can read what's being posted on X in real time, so it's good for finding out what people are talking about right now. It has a more laid-back tone than other assistants.																			Borrador	
xai-grok	PANTALLA	3	info	Dato vivo: en febrero de 2026, SpaceX compró xAI, que ahora también se presenta como SpaceXAI. El 21 de septiembre de 2026 lanzó Grok 4.7, su modelo más potente hasta ahora.	Live fact: in February 2026, SpaceX bought xAI, which now also calls itself SpaceXAI. On September 21, 2026 it launched Grok 4.7, its most powerful model so far.																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
xai-grok	PANTALLA	4	error	La polémica: Grok ha dado respuestas ofensivas o falsas que luego la empresa tuvo que corregir. Leer X en tiempo real también significa leer rumores. Úsalo, pero verifica. ¡Vamos a practicar!	The controversy: Grok has given offensive or false answers that the company later had to fix. Reading X in real time also means reading rumors. Use it, but check. Let's practice!																			Borrador	
xai-grok	EJERCICIO	1	opcion-multiple	¿Cuál es el superpoder de Grok?	What is Grok's superpower?			Nunca se equivoca	It's never wrong	Lee lo que se publica en X en tiempo real	It reads what's posted on X in real time	Funciona sin electricidad	It works without electricity	Solo dibuja	It only draws					2	Tiene que ver con su casa, la red social X.	It has to do with its home, the social network X.		Borrador	
xai-grok	EJERCICIO	2	verdadero-falso	Como Grok lee X en tiempo real, todo lo que dice es verdad.	Since Grok reads X in real time, everything it says is true.															falso	En una red social también circulan rumores.	Rumors also spread on a social network.		Borrador	
xai-grok	EJERCICIO	3	completar-frase	Grok es la IA de la empresa	Grok is the AI made by	.	.	xAI	xAI	Google	Google	Alibaba	Alibaba							1	Es una X y dos letras más.	It's an X and two more letters.		Borrador	
xai-grok	EJERCICIO	4	ordenar-pasos	Ordena qué hacer cuando Grok te cuenta una noticia de última hora:	Put in order what to do when Grok tells you breaking news:			Lees lo que te dice Grok	Read what Grok tells you	Le pides de dónde salió la noticia	Ask where the news came from	La buscas en un medio confiable	Look it up in a trustworthy outlet	Solo entonces la compartes	Only then share it						Leer, pedir la fuente, confirmar y después compartir.	Read, ask for the source, confirm and then share.		Borrador	
xai-grok	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a Grok de qué está hablando la gente hoy sobre un tema que te interese, y que separe hechos de opiniones.	Write a prompt asking Grok what people are saying today about a topic you care about, separating facts from opinions.																Pide explícitamente que separe hechos de opiniones.	Explicitly ask it to separate facts from opinions.		Borrador	
xai-grok	TAREA			Pregúntale a Grok (o a otro asistente con búsqueda) por una noticia de hoy y luego búscala en un medio confiable. Anota si coincidía.	Ask Grok (or another assistant with search) about today's news, then look it up in a trustworthy outlet. Note whether it matched.																			Borrador	
modelos-chinos	LECCION			China en la carrera: DeepSeek, Qwen y Kimi	China in the race: DeepSeek, Qwen and Kimi	Potentes, baratos y muchos se pueden descargar.	Powerful, cheap, and many can be downloaded.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
modelos-chinos	PLAN			Entender por qué los modelos chinos están en tendencia.		DeepSeek sorprendió al mundo con un modelo potente y barato · Qwen (Alibaba) y Kimi (Moonshot) · Modelos abiertos: se pueden descargar y usar sin pagar · Privacidad: dónde quedan tus datos cuando usas un servicio de otro país																			Tratar la privacidad con los mismos criterios que para las empresas de EE. UU.
modelos-chinos	PANTALLA	1	boot	En enero de 2025 pasó algo que nadie esperaba: una app china, DeepSeek, se volvió la más descargada en Estados Unidos. Desde ahí, China es un jugador fuerte en la Arena.	In January 2025 something nobody expected happened: a Chinese app, DeepSeek, became the most downloaded in the US. Since then, China has been a strong player in the Arena.																			Borrador	
modelos-chinos	PANTALLA	2	leyendo	Sus marcas más conocidas son DeepSeek, Qwen (de Alibaba) y Kimi (de Moonshot AI). Su gran diferencia: muchos de sus modelos son abiertos, se pueden descargar y usar sin pagar, y suelen ser muy baratos.	Their best-known brands are DeepSeek, Qwen (from Alibaba) and Kimi (from Moonshot AI). Their big difference: many of their models are open, can be downloaded and used for free, and they tend to be very cheap.																			Borrador	
modelos-chinos	PANTALLA	3	info	Dato vivo: a septiembre de 2026, los más recientes son DeepSeek V4 (abril), Kimi K3 (julio) y Qwen 3.8 (agosto). Cada lanzamiento suele mover a toda la industria.	Live fact: as of September 2026, the newest are DeepSeek V4 (April), Kimi K3 (July) and Qwen 3.8 (August). Each launch tends to shake up the whole industry.																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
modelos-chinos	PANTALLA	4	error	Ojo con la privacidad: cuando usas la app de cualquier empresa, tus datos quedan bajo las leyes de su país. Italia bloqueó la app de DeepSeek en 2025 por dudas sobre datos. No compartas nada privado con ninguna IA. ¡Vamos a practicar!	Watch your privacy: when you use any company's app, your data falls under that country's laws. Italy blocked the DeepSeek app in 2025 over data concerns. Don't share anything private with any AI. Let's practice!																			Borrador	
modelos-chinos	EJERCICIO	1	opcion-multiple	¿Qué distingue a muchos modelos chinos?	What sets many Chinese models apart?			Solo funcionan en China	They only work in China	Son abiertos: se pueden descargar y usar sin pagar	They're open: they can be downloaded and used for free	No entienden español	They don't understand Spanish	Solo hacen imágenes	They only make images					2	Recuerda la diferencia entre modelos abiertos y cerrados.	Remember the difference between open and closed models.		Borrador	
modelos-chinos	EJERCICIO	2	verdadero-falso	Qwen es un modelo de la empresa china Alibaba.	Qwen is a model from the Chinese company Alibaba.															verdadero	Lo dijimos junto a DeepSeek y Kimi.	We mentioned it next to DeepSeek and Kimi.		Borrador	
modelos-chinos	EJERCICIO	3	completar-frase	En enero de 2025, la app china que se volvió la más descargada en Estados Unidos fue	In January 2025, the Chinese app that became the most downloaded in the US was	.	.	DeepSeek	DeepSeek	Kimi	Kimi	TikTok	TikTok							1	Empieza por Deep.	It starts with Deep.		Borrador	
modelos-chinos	EJERCICIO	4	ordenar-pasos	Ordena cómo probar una IA nueva cuidando tu privacidad:	Put in order how to try a new AI while protecting your privacy:			Averiguas de qué empresa y país es	Find out which company and country it's from	Lees qué hace con tus datos	Read what it does with your data	La pruebas con algo que no sea privado	Test it with something that isn't private	Decides si la sigues usando	Decide whether to keep using it						Primero averiguar, luego probar con cuidado, luego decidir.	First find out, then test carefully, then decide.		Borrador	
modelos-chinos	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que te explique qué es un modelo abierto y qué ventajas y riesgos tiene.	Write a prompt asking an AI to explain what an open model is, with its advantages and risks.																Pide ventajas y riesgos por separado.	Ask for advantages and risks separately.		Borrador	
modelos-chinos	TAREA			Pregúntale lo mismo a DeepSeek o Qwen y a un asistente de otra empresa, sin datos privados. Anota en qué se parecen y en qué se diferencian las respuestas.	Ask DeepSeek or Qwen and an assistant from another company the same thing, with no private data. Note how the answers are alike and different.																			Borrador	
cual-uso-para-que	LECCION			¿Cuál uso para qué?	Which one should I use for what?	Una guía práctica para elegir sin marearte.	A practical guide to choosing without getting dizzy.																180	Borrador	Escrita por Claude con datos a septiembre de 2026.
cual-uso-para-que	PLAN			Elegir la herramienta según la tarea y aprender a compararlas uno mismo.		No hay un ganador para todo: depende de la tarea · Criterios: qué necesito, cuánto cuesta, dónde lo uso, qué pasa con mis datos · Cómo probar dos asistentes con el mismo prompt · Pantalla viva: tabla actual de recomendaciones																			Ejercicio escribir-prompt: el mismo prompt para comparar dos asistentes.
cual-uso-para-que	PANTALLA	1	boot	La pregunta del millón: ¿cuál es la mejor IA? La respuesta honesta de Punti: depende de para qué la quieras. No hay una que gane en todo.	The million-dollar question: which AI is best? Punti's honest answer: it depends on what you need it for. No single one wins at everything.																			Borrador	
cual-uso-para-que	PANTALLA	2	leyendo	Hazte cuatro preguntas: ¿qué necesito hacer?, ¿cuánto puedo pagar?, ¿dónde la voy a usar (celular, correo, computador)? y ¿qué pasa con mis datos?	Ask yourself four questions: what do I need to do? how much can I pay? where will I use it (phone, email, computer)? and what happens to my data?																			Borrador	
cual-uso-para-que	PANTALLA	3	loading	Dato vivo: una guía rápida, a septiembre de 2026. Todas cambian rápido, así que úsala como punto de partida:	Live fact: a quick guide, as of September 2026. They all change fast, so use it as a starting point:																			Borrador	Pantalla viva: revisar cada semana con el Radar IA.
cual-uso-para-que	GRAFICO_TABLA	3						Si quieres…	If you want…	Prueba primero	Try first													Borrador	
cual-uso-para-que	FILA	3						Un todero para el día a día	An all-rounder for daily life	ChatGPT	ChatGPT													Borrador	
cual-uso-para-que	FILA	3						Algo dentro de Gmail, Docs y Android	Something inside Gmail, Docs and Android	Gemini	Gemini													Borrador	
cual-uso-para-que	FILA	3						Escribir o leer documentos largos	Writing or reading long documents	Claude	Claude													Borrador	
cual-uso-para-que	FILA	3						Saber qué se dice hoy en X	Knowing what's being said on X today	Grok	Grok													Borrador	
cual-uso-para-que	FILA	3						Un modelo abierto o muy barato	An open or very cheap model	DeepSeek, Qwen o Kimi	DeepSeek, Qwen or Kimi													Borrador	
cual-uso-para-que	PANTALLA	4	hype	El mejor truco: haz la misma pregunta en dos asistentes y compara. En cinco minutos sabes cuál te sirve más a ti. ¡Vamos a practicar!	The best trick: ask the same question in two assistants and compare. In five minutes you'll know which one works better for you. Let's practice!																			Borrador	
cual-uso-para-que	EJERCICIO	1	opcion-multiple	¿Cuál es la mejor IA para todo?	Which AI is best at everything?			ChatGPT	ChatGPT	Gemini	Gemini	Ninguna: depende de para qué la quieras	None: it depends on what you need it for	La más cara	The most expensive one					3	Punti lo dijo en la primera pantalla.	Punti said it on the first screen.		Borrador	
cual-uso-para-que	EJERCICIO	2	verdadero-falso	Una buena forma de elegir es hacer la misma pregunta en dos asistentes y comparar.	A good way to choose is to ask two assistants the same question and compare.															verdadero	Es el mejor truco de la última pantalla.	It's the best trick from the last screen.		Borrador	
cual-uso-para-que	EJERCICIO	3	completar-frase	Antes de elegir una IA, pregúntate qué pasa con tus	Before choosing an AI, ask yourself what happens to your	.	.	datos	data	zapatos	shoes	vacaciones	vacation							1	Es la cuarta pregunta de la lista.	It's the fourth question on the list.		Borrador	
cual-uso-para-que	EJERCICIO	4	ordenar-pasos	Ordena cómo comparar dos asistentes:	Put in order how to compare two assistants:			Eliges una tarea real que necesites	Pick a real task you need	Escribes un solo prompt para esa tarea	Write a single prompt for that task	Lo pegas en los dos asistentes	Paste it into both assistants	Comparas y te quedas con el que mejor te sirvió	Compare and keep the one that helped most						Tarea, prompt, probar en ambos y comparar.	Task, prompt, try both and compare.		Borrador	
cual-uso-para-que	EJERCICIO	5	escribir-prompt	Escribe un prompt que usarías para comparar dos asistentes con una tarea real de tu trabajo o estudio.	Write a prompt you'd use to compare two assistants on a real task from your work or studies.																Que sea una tarea concreta y con detalles, así la comparación es justa.	Make it a concrete, detailed task so the comparison is fair.		Borrador	
cual-uso-para-que	TAREA			Haz la prueba: el mismo prompt en dos asistentes distintos. Anota cuál ganó, en qué y por qué. ¡Ya tienes tu propio ranking!	Try it: the same prompt in two different assistants. Note which one won, at what and why. Now you have your own ranking!																			Borrador	
que-es-un-llm	LECCION			Qué es un modelo de lenguaje (LLM)	What a language model (LLM) is	La base de ChatGPT y similares.	The foundation of ChatGPT and the like.																180	Borrador	Mundo Lexia. Escrita por Claude, datos a septiembre de 2026.
que-es-un-llm	PLAN			Entender qué es un modelo de lenguaje y cómo produce una respuesta.		Un LLM predice la palabra (el 'token') más probable que sigue, una tras otra · Aprendió leyendo una cantidad enorme de texto · 'Grande' se refiere a sus miles de millones de parámetros · Ejemplos: ChatGPT, Gemini, Claude, Llama																			Completar la frase: 'El cielo es...' y ver por qué la IA elige 'azul'.
que-es-un-llm	PANTALLA	1	boot	¿Tu celular te sugiere la siguiente palabra cuando escribes en WhatsApp? Un modelo de lenguaje hace algo parecido, pero entrenado con muchísimo más texto. Hoy abrimos el capó de ChatGPT, Gemini y compañía.	Does your phone suggest the next word when you text? A language model does something similar, but trained on far more text. Today we pop the hood on ChatGPT, Gemini and friends.																			Borrador	
que-es-un-llm	PANTALLA	2	leyendo	LLM viene del inglés Large Language Model: modelo de lenguaje grande. Es un programa que aprendió una sola habilidad, predecir qué viene después en un texto. Con esa habilidad arma respuestas, correos, resúmenes y hasta chistes.	LLM stands for Large Language Model. It's a program that learned one single skill: predicting what comes next in a text. With that skill it builds answers, emails, summaries and even jokes.																			Borrador	
que-es-un-llm	PANTALLA	3	loading	No trabaja con palabras completas sino con pedacitos de texto llamados tokens. Una palabra corta es un token; una larga puede ser dos o tres. Así arma cada respuesta:	It doesn't work with whole words but with small chunks of text called tokens. A short word is one token; a long one can be two or three. This is how it builds every answer:																			Borrador	
que-es-un-llm	GRAFICO_FLUJO	3						Lee tu prompt completo	Reads your whole prompt	Calcula qué token es más probable que siga	Works out which token most likely comes next	Escribe ese token y lo suma al texto	Writes that token and adds it to the text	Repite hasta terminar la respuesta	Repeats until the answer is done									Borrador	
que-es-un-llm	PANTALLA	4	info	Si escribes 'El cielo es...', el modelo compara opciones según lo que vio en millones de textos. Por eso casi siempre elige 'azul'. Elige lo probable, no lo que comprobó.	If you write 'The sky is...', the model weighs its options based on what it saw in millions of texts. That's why it almost always picks 'blue'. It picks what's likely, not what it checked.																			Borrador	
que-es-un-llm	GRAFICO_TABLA	4						Posible continuación	Possible continuation	Qué tan probable	How likely													Borrador	
que-es-un-llm	FILA	4						azul	blue	Muy probable	Very likely													Borrador	
que-es-un-llm	FILA	4						gris	gray	Posible	Possible													Borrador	
que-es-un-llm	FILA	4						una pizza	a pizza	Casi imposible	Almost impossible													Borrador	
que-es-un-llm	PANTALLA	5	hype	¿Y lo de 'grande'? Se refiere a sus parámetros: miles de millones de perillas internas que se ajustaron durante el entrenamiento. ChatGPT, Gemini, Claude y Llama funcionan con modelos así. ¡A practicar!	And the 'large' part? It refers to its parameters: billions of internal dials that got tuned during training. ChatGPT, Gemini, Claude and Llama all run on models like this. Let's practice!																			Borrador	
que-es-un-llm	EJERCICIO	1	opcion-multiple	¿Qué hace un modelo de lenguaje para responderte?	What does a language model do to answer you?			Busca la respuesta en una lista guardada	Looks up the answer in a saved list	Predice, pedacito a pedacito, lo más probable que sigue	Predicts, chunk by chunk, what most likely comes next	Le pregunta a una persona en tiempo real	Asks a person in real time	Copia la primera página que encuentra en Google	Copies the first page it finds on Google					2	Recuerda el ejemplo de 'El cielo es...'.	Remember the 'The sky is...' example.		Borrador	
que-es-un-llm	EJERCICIO	2	verdadero-falso	Un modelo de lenguaje elige la respuesta más probable, no necesariamente la verdadera.	A language model picks the most likely answer, not necessarily the true one.															verdadero	Piensa en si el modelo comprueba los datos o solo calcula probabilidades.	Think about whether the model checks facts or just calculates odds.		Borrador	
que-es-un-llm	EJERCICIO	3	completar-frase	Los pedacitos de texto con los que trabaja un modelo se llaman	The small chunks of text a model works with are called	.	.	tokens	tokens	píxeles	pixels	contraseñas	passwords							1	Una palabra corta es uno; una larga puede ser dos o tres.	A short word is one; a long one can be two or three.		Borrador	
que-es-un-llm	EJERCICIO	4	ordenar-pasos	Ordena cómo arma un modelo su respuesta:	Put in order how a model builds its answer:			Lee tu prompt completo	Reads your whole prompt	Calcula qué token es más probable que siga	Works out which token most likely comes next	Escribe ese token y lo suma al texto	Writes that token and adds it to the text	Repite hasta terminar la respuesta	Repeats until the answer is done						Primero lee, después calcula y escribe, y así en bucle.	First it reads, then it calculates and writes, over and over.		Borrador	
que-es-un-llm	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que te explique qué es un token con un ejemplo de la vida diaria.	Write a prompt asking an AI to explain what a token is with an everyday example.																Pide el ejemplo de forma concreta: de cocina, de fútbol o de lo que te guste.	Ask for a specific kind of example: cooking, soccer or whatever you like.		Borrador	
que-es-un-llm	TAREA			Escríbele a una IA 'Completa esta frase: Hoy en la tienda de la esquina compré...' tres veces, en chats nuevos. Compara las respuestas: ¿por qué crees que cambian?	Ask an AI 'Finish this sentence: Today at the corner store I bought...' three times, in new chats. Compare the answers: why do you think they change?																			Borrador	
como-entrenan-una-ia	LECCION			Cómo entrenan a una IA	How an AI gets trained	De dónde sale lo que 'sabe'.	Where what it 'knows' comes from.																180	Borrador	Mundo Lexia. Escrita por Claude, datos a septiembre de 2026.
como-entrenan-una-ia	PLAN			Saber de dónde sale lo que una IA 'sabe' y por qué eso importa.		Preentrenamiento: lee muchísimo texto y aprende patrones · Ajuste: personas le muestran buenas respuestas y califican las suyas · Tiene una 'fecha de corte': no sabe lo que pasó después · Lo que aprende depende de los datos, incluidos sus errores y sesgos																			Flujo: datos → preentrenamiento → ajuste con personas → modelo listo.
como-entrenan-una-ia	PANTALLA	1	boot	Nadie le escribe a ChatGPT sus respuestas una por una. Entonces, ¿de dónde saca todo lo que sabe? Hoy visitamos la escuela de las IA.	Nobody writes ChatGPT's answers one by one. So where does everything it knows come from? Today we visit the school where AIs learn.																			Borrador	
como-entrenan-una-ia	PANTALLA	2	leyendo	Primera etapa, el preentrenamiento: el modelo lee cantidades enormes de texto, como páginas web, libros y código, y practica millones de veces adivinar la palabra que sigue. Es como aprender un idioma leyendo una biblioteca entera.	Stage one, pre-training: the model reads huge amounts of text, like web pages, books and code, and practices guessing the next word millions of times. It's like learning a language by reading an entire library.																			Borrador	
como-entrenan-una-ia	PANTALLA	3	online	Segunda etapa, el ajuste: personas le muestran ejemplos de buenas respuestas y califican las que da el modelo. Así aprende a seguir instrucciones, a ser útil y a negarse a ayudar con cosas peligrosas. Digamos que aprende modales.	Stage two, fine-tuning: people show it examples of good answers and rate the answers it gives. That's how it learns to follow instructions, be helpful and refuse to help with dangerous things. Let's say it learns manners.																			Borrador	
como-entrenan-una-ia	PANTALLA	4	loading	Todo el recorrido, de principio a fin:	The whole journey, start to finish:																			Borrador	
como-entrenan-una-ia	GRAFICO_FLUJO	4						Reunir muchísimo texto	Gather a huge amount of text	Preentrenamiento: aprende patrones	Pre-training: it learns patterns	Ajuste con personas: aprende a ayudar	Fine-tuning with people: it learns to help	Pruebas de seguridad	Safety testing	Modelo listo para usar	Model ready to use							Borrador	
como-entrenan-una-ia	PANTALLA	5	info	Dos consecuencias importantes. Tiene una fecha de corte: no sabe lo que pasó después de su entrenamiento, salvo que busque en internet. Y aprende de textos humanos, con nuestros aciertos, errores y prejuicios.	Two important consequences. It has a cutoff date: it doesn't know what happened after its training, unless it searches the web. And it learns from human writing, with our hits, mistakes and prejudices.																			Borrador	
como-entrenan-una-ia	PANTALLA	6	hype	Ya sabes cómo se entrena un modelo mejor que mucha gente que lo usa todos los días. ¡Vamos a practicar!	You now know how a model is trained better than many people who use one every day. Let's practice!																			Borrador	
como-entrenan-una-ia	EJERCICIO	1	opcion-multiple	¿Qué es la fecha de corte de un modelo?	What is a model's cutoff date?			El día en que dejará de funcionar	The day it will stop working	El límite hasta donde llega lo que aprendió	The point where what it learned ends	La fecha en que vence tu suscripción	The date your subscription expires	El día que lo lanzaron al público	The day it was released to the public					2	Tiene que ver con lo que pasó después del entrenamiento.	It has to do with what happened after training.		Borrador	
como-entrenan-una-ia	EJERCICIO	2	verdadero-falso	En la etapa de ajuste, personas califican las respuestas del modelo para enseñarle a ayudar mejor.	In the fine-tuning stage, people rate the model's answers to teach it to help better.															verdadero	Es la etapa en la que aprende modales.	It's the stage where it learns manners.		Borrador	
como-entrenan-una-ia	EJERCICIO	3	completar-frase	La etapa en la que el modelo lee muchísimo texto y aprende patrones se llama	The stage where the model reads a huge amount of text and learns patterns is called	.	.	preentrenamiento	pre-training	reinicio	rebooting	descarga	downloading							1	Es la primera etapa, la de la biblioteca entera.	It's the first stage, the whole-library one.		Borrador	
como-entrenan-una-ia	EJERCICIO	4	ordenar-pasos	Ordena las etapas del entrenamiento:	Put the training stages in order:			Reunir muchísimo texto	Gather a huge amount of text	Preentrenamiento: aprende patrones	Pre-training: it learns patterns	Ajuste con personas: aprende a ayudar	Fine-tuning with people: it learns to help	Pruebas de seguridad	Safety testing						Sin datos no hay nada que leer; las pruebas van al final.	Without data there's nothing to read; testing comes last.		Borrador	
como-entrenan-una-ia	EJERCICIO	5	escribir-prompt	Escribe un prompt para preguntarle a una IA cuál es su fecha de corte y si puede buscar información en internet.	Write a prompt asking an AI what its cutoff date is and whether it can search the web.																Haz las dos preguntas por separado para que responda ambas.	Ask the two questions separately so it answers both.		Borrador	
como-entrenan-una-ia	TAREA			Pregúntale a dos IA distintas cuál es su fecha de corte. Luego pregúntales por una noticia de esta semana y fíjate cuál busca en internet y cuál no puede responder.	Ask two different AIs what their cutoff date is. Then ask them about a news story from this week and see which one searches the web and which one can't answer.																			Borrador	
limitaciones-y-alucinaciones	LECCION			Limitaciones	Limitations	Por qué a veces 'alucina' o se equivoca.	Why it sometimes 'hallucinates' or gets things wrong.																180	Borrador	Mundo Lexia. Escrita por Claude, datos a septiembre de 2026.
limitaciones-y-alucinaciones	PLAN			Reconocer cuándo una IA se equivoca y cómo protegerse.		'Alucinar' = inventar datos, citas o fuentes con total seguridad · No sabe lo que pasó después de su fecha de corte (salvo que busque en internet) · Puede fallar en cuentas, conteos y lógica · Defensa: verificar datos importantes, pedir fuentes y contrastarlas																			Opción múltiple con un caso de alucinación. Tarea: pedirle a una IA una fuente y verificar si existe.
limitaciones-y-alucinaciones	PANTALLA	1	boot	Tengo que confesarte algo, astronauta: las IA se equivocan. Y a veces se equivocan con cara de total seguridad. Hoy aprendes a detectarlo y a protegerte.	I have a confession, astronaut: AIs make mistakes. And sometimes they're wrong with a completely straight face. Today you learn to spot it and protect yourself.																			Borrador	
